sequencia;objeto;tipo_obj;fundo;iluminacao;transformacao;responsavel;arquivo
3;garfo;c;branco;indoor dia;normalized cinza;Josilton;2410.jpg
3;garfo;c;branco;indoor dia;normalized cinza;Josilton;2411.jpg
3;garfo;c;branco;indoor dia;normalized cinza;Josilton;2412.jpg
1;faca;c;branco;indoor dia;normalized cinza;Josilton;2413.jpg
1;faca;c;branco;indoor dia;normalized cinza;Josilton;2414.jpg
1;faca;c;branco;indoor dia;normalized cinza;Josilton;2415.jpg
1;faca;c;branco;indoor dia;normalized cinza;Josilton;2416.jpg
2;faca;c;branco;indoor dia;normalized cinza;Josilton;2417.jpg
2;faca;c;branco;indoor dia;normalized cinza;Josilton;2418.jpg
2;faca;c;branco;indoor dia;normalized cinza;Josilton;2419.jpg
2;faca;c;branco;indoor dia;normalized cinza;Josilton;2420.jpg
3;faca;c;branco;indoor dia;normalized cinza;Josilton;2421.jpg
3;faca;c;branco;indoor dia;normalized cinza;Josilton;2422.jpg
3;faca;c;branco;indoor dia;normalized cinza;Josilton;2423.jpg
3;faca;c;branco;indoor dia;normalized cinza;Josilton;2424.jpg
1;colher;c;branco;indoor dia;normalized cinza;Josilton;2425.jpg
1;colher;c;branco;indoor dia;normalized cinza;Josilton;2426.jpg
1;colher;c;branco;indoor dia;normalized cinza;Josilton;2427.jpg
1;colher;c;branco;indoor dia;normalized cinza;Josilton;2428.jpg
2;colher;c;branco;indoor dia;normalized cinza;Josilton;2429.jpg
2;colher;c;branco;indoor dia;normalized cinza;Josilton;2430.jpg
2;colher;c;branco;indoor dia;normalized cinza;Josilton;2431.jpg
2;colher;c;branco;indoor dia;normalized cinza;Josilton;2432.jpg
3;colher;c;branco;indoor dia;normalized cinza;Josilton;2433.jpg
3;colher;c;branco;indoor dia;normalized cinza;Josilton;2434.jpg
3;colher;c;branco;indoor dia;normalized cinza;Josilton;2435.jpg
3;colher;c;branco;indoor dia;normalized cinza;Josilton;2436.jpg
1;copo;c;branco;indoor dia;normalized cinza;Josilton;2437.jpg
1;copo;c;branco;indoor dia;normalized cinza;Josilton;2438.jpg
1;copo;c;branco;indoor dia;normalized cinza;Josilton;2439.jpg
1;copo;c;branco;indoor dia;normalized cinza;Josilton;2440.jpg
2;copo;c;branco;indoor dia;normalized cinza;Josilton;2441.jpg
2;copo;c;branco;indoor dia;normalized cinza;Josilton;2442.jpg
2;copo;c;branco;indoor dia;normalized cinza;Josilton;2443.jpg
2;copo;c;branco;indoor dia;normalized cinza;Josilton;2444.jpg
3;copo;c;branco;indoor dia;normalized cinza;Josilton;2445.jpg
3;copo;c;branco;indoor dia;normalized cinza;Josilton;2446.jpg
3;copo;c;branco;indoor dia;normalized cinza;Josilton;2447.jpg
3;copo;c;branco;indoor dia;normalized cinza;Josilton;2448.jpg
1;caneca;c;branco;indoor dia;normalized cinza;Josilton;2449.jpg
1;caneca;c;branco;indoor dia;normalized cinza;Josilton;2450.jpg
1;caneca;c;branco;indoor dia;normalized cinza;Josilton;2451.jpg
1;caneca;c;branco;indoor dia;normalized cinza;Josilton;2452.jpg
2;caneca;c;branco;indoor dia;normalized cinza;Josilton;2453.jpg
2;caneca;c;branco;indoor dia;normalized cinza;Josilton;2454.jpg
2;caneca;c;branco;indoor dia;normalized cinza;Josilton;2455.jpg
2;caneca;c;branco;indoor dia;normalized cinza;Josilton;2456.jpg
3;caneca;c;branco;indoor dia;normalized cinza;Josilton;2457.jpg
3;caneca;c;branco;indoor dia;normalized cinza;Josilton;2458.jpg
3;caneca;c;branco;indoor dia;normalized cinza;Josilton;2459.jpg
3;caneca;c;branco;indoor dia;normalized cinza;Josilton;2460.jpg
1;alicate;c;branco;indoor dia;normalized cinza;Ciro;2461.jpg
1;alicate;c;branco;indoor dia;normalized cinza;Ciro;2462.jpg
1;alicate;c;branco;indoor dia;normalized cinza;Ciro;2463.jpg
1;alicate;c;branco;indoor dia;normalized cinza;Ciro;2464.jpg
2;alicate;c;branco;indoor dia;normalized cinza;Ciro;2465.jpg
2;alicate;c;branco;indoor dia;normalized cinza;Ciro;2466.jpg
2;alicate;c;branco;indoor dia;normalized cinza;Ciro;2467.jpg
2;alicate;c;branco;indoor dia;normalized cinza;Ciro;2468.jpg
3;alicate;c;branco;indoor dia;normalized cinza;Ciro;2469.jpg
3;alicate;c;branco;indoor dia;normalized cinza;Ciro;2470.jpg
3;alicate;c;branco;indoor dia;normalized cinza;Ciro;2471.jpg
3;alicate;c;branco;indoor dia;normalized cinza;Ciro;2472.jpg
1;chave;c;branco;indoor dia;normalized cinza;Ciro;2473.jpg
1;chave;c;branco;indoor dia;normalized cinza;Ciro;2474.jpg
1;chave;c;branco;indoor dia;normalized cinza;Ciro;2475.jpg
1;chave;c;branco;indoor dia;normalized cinza;Ciro;2476.jpg
2;chave;c;branco;indoor dia;normalized cinza;Ciro;2477.jpg
2;chave;c;branco;indoor dia;normalized cinza;Ciro;2478.jpg
2;chave;c;branco;indoor dia;normalized cinza;Ciro;2479.jpg
2;chave;c;branco;indoor dia;normalized cinza;Ciro;2480.jpg
3;chave;c;branco;indoor dia;normalized cinza;Ciro;2481.jpg
3;chave;c;branco;indoor dia;normalized cinza;Ciro;2482.jpg
3;chave;c;branco;indoor dia;normalized cinza;Ciro;2483.jpg
3;chave;c;branco;indoor dia;normalized cinza;Ciro;2484.jpg
1;caneta;c;branco;indoor dia;normalized cinza;Ciro;2485.jpg
1;caneta;c;branco;indoor dia;normalized cinza;Ciro;2486.jpg
1;caneta;c;branco;indoor dia;normalized cinza;Ciro;2487.jpg
1;caneta;c;branco;indoor dia;normalized cinza;Ciro;2488.jpg
2;caneta;c;branco;indoor dia;normalized cinza;Ciro;2489.jpg
2;caneta;c;branco;indoor dia;normalized cinza;Ciro;2490.jpg
2;caneta;c;branco;indoor dia;normalized cinza;Ciro;2491.jpg
2;caneta;c;branco;indoor dia;normalized cinza;Ciro;2492.jpg
3;caneta;c;branco;indoor dia;normalized cinza;Ciro;2493.jpg
3;caneta;c;branco;indoor dia;normalized cinza;Ciro;2494.jpg
3;caneta;c;branco;indoor dia;normalized cinza;Ciro;2495.jpg
3;caneta;c;branco;indoor dia;normalized cinza;Ciro;2496.jpg
1;livro;c;branco;indoor dia;normalized cinza;Ciro;2497.jpg
1;livro;c;branco;indoor dia;normalized cinza;Ciro;2498.jpg
1;livro;c;branco;indoor dia;normalized cinza;Ciro;2499.jpg
1;livro;c;branco;indoor dia;normalized cinza;Ciro;2500.jpg
2;livro;c;branco;indoor dia;normalized cinza;Ciro;2501.jpg
2;livro;c;branco;indoor dia;normalized cinza;Ciro;2502.jpg
2;livro;c;branco;indoor dia;normalized cinza;Ciro;2503.jpg
2;livro;c;branco;indoor dia;normalized cinza;Ciro;2504.jpg
3;livro;c;branco;indoor dia;normalized cinza;Ciro;2505.jpg
3;livro;c;branco;indoor dia;normalized cinza;Ciro;2506.jpg
3;livro;c;branco;indoor dia;normalized cinza;Ciro;2507.jpg
3;livro;c;branco;indoor dia;normalized cinza;Ciro;2508.jpg
1;caderno;c;branco;indoor dia;normalized cinza;Ciro;2509.jpg
1;caderno;c;branco;indoor dia;normalized cinza;Ciro;2510.jpg
1;caderno;c;branco;indoor dia;normalized cinza;Ciro;2511.jpg
1;caderno;c;branco;indoor dia;normalized cinza;Ciro;2512.jpg
2;caderno;c;branco;indoor dia;normalized cinza;Ciro;2513.jpg
2;caderno;c;branco;indoor dia;normalized cinza;Ciro;2514.jpg
2;caderno;c;branco;indoor dia;normalized cinza;Ciro;2515.jpg
2;caderno;c;branco;indoor dia;normalized cinza;Ciro;2516.jpg
3;caderno;c;branco;indoor dia;normalized cinza;Ciro;2517.jpg
3;caderno;c;branco;indoor dia;normalized cinza;Ciro;2518.jpg
3;caderno;c;branco;indoor dia;normalized cinza;Ciro;2519.jpg
3;caderno;c;branco;indoor dia;normalized cinza;Ciro;2520.jpg
1;garfo;a;mickey;indoor dia;normalized cinza;Josilton;2521.jpg
1;garfo;a;mickey;indoor dia;normalized cinza;Josilton;2522.jpg
1;garfo;a;mickey;indoor dia;normalized cinza;Josilton;2523.jpg
1;garfo;a;mickey;indoor dia;normalized cinza;Josilton;2524.jpg
2;garfo;a;mickey;indoor dia;normalized cinza;Josilton;2525.jpg
2;garfo;a;mickey;indoor dia;normalized cinza;Josilton;2526.jpg
2;garfo;a;mickey;indoor dia;normalized cinza;Josilton;2527.jpg
2;garfo;a;mickey;indoor dia;normalized cinza;Josilton;2528.jpg
3;garfo;a;mickey;indoor dia;normalized cinza;Josilton;2529.jpg
3;garfo;a;mickey;indoor dia;normalized cinza;Josilton;2530.jpg
3;garfo;a;mickey;indoor dia;normalized cinza;Josilton;2531.jpg
3;garfo;a;mickey;indoor dia;normalized cinza;Josilton;2532.jpg
1;faca;a;mickey;indoor dia;normalized cinza;Josilton;2533.jpg
1;faca;a;mickey;indoor dia;normalized cinza;Josilton;2534.jpg
1;faca;a;mickey;indoor dia;normalized cinza;Josilton;2535.jpg
1;faca;a;mickey;indoor dia;normalized cinza;Josilton;2536.jpg
2;faca;a;mickey;indoor dia;normalized cinza;Josilton;2537.jpg
2;faca;a;mickey;indoor dia;normalized cinza;Josilton;2538.jpg
2;faca;a;mickey;indoor dia;normalized cinza;Josilton;2539.jpg
2;faca;a;mickey;indoor dia;normalized cinza;Josilton;2540.jpg
3;faca;a;mickey;indoor dia;normalized cinza;Josilton;2541.jpg
3;faca;a;mickey;indoor dia;normalized cinza;Josilton;2542.jpg
3;faca;a;mickey;indoor dia;normalized cinza;Josilton;2543.jpg
3;faca;a;mickey;indoor dia;normalized cinza;Josilton;2544.jpg
1;colher;a;mickey;indoor dia;normalized cinza;Josilton;2545.jpg
1;colher;a;mickey;indoor dia;normalized cinza;Josilton;2546.jpg
1;colher;a;mickey;indoor dia;normalized cinza;Josilton;2547.jpg
1;colher;a;mickey;indoor dia;normalized cinza;Josilton;2548.jpg
2;colher;a;mickey;indoor dia;normalized cinza;Josilton;2549.jpg
2;colher;a;mickey;indoor dia;normalized cinza;Josilton;2550.jpg
2;colher;a;mickey;indoor dia;normalized cinza;Josilton;2551.jpg
2;colher;a;mickey;indoor dia;normalized cinza;Josilton;2552.jpg
3;colher;a;mickey;indoor dia;normalized cinza;Josilton;2553.jpg
3;colher;a;mickey;indoor dia;normalized cinza;Josilton;2554.jpg
3;colher;a;mickey;indoor dia;normalized cinza;Josilton;2555.jpg
3;colher;a;mickey;indoor dia;normalized cinza;Josilton;2556.jpg
1;copo;a;mickey;indoor dia;normalized cinza;Josilton;2557.jpg
1;copo;a;mickey;indoor dia;normalized cinza;Josilton;2558.jpg
1;copo;a;mickey;indoor dia;normalized cinza;Josilton;2559.jpg
1;copo;a;mickey;indoor dia;normalized cinza;Josilton;2560.jpg
2;copo;a;mickey;indoor dia;normalized cinza;Josilton;2561.jpg
2;copo;a;mickey;indoor dia;normalized cinza;Josilton;2562.jpg
2;copo;a;mickey;indoor dia;normalized cinza;Josilton;2563.jpg
2;copo;a;mickey;indoor dia;normalized cinza;Josilton;2564.jpg
3;copo;a;mickey;indoor dia;normalized cinza;Josilton;2565.jpg
3;copo;a;mickey;indoor dia;normalized cinza;Josilton;2566.jpg
3;copo;a;mickey;indoor dia;normalized cinza;Josilton;2567.jpg
3;copo;a;mickey;indoor dia;normalized cinza;Josilton;2568.jpg
1;caneca;a;mickey;indoor dia;normalized cinza;Josilton;2569.jpg
1;caneca;a;mickey;indoor dia;normalized cinza;Josilton;2570.jpg
1;caneca;a;mickey;indoor dia;normalized cinza;Josilton;2571.jpg
1;caneca;a;mickey;indoor dia;normalized cinza;Josilton;2572.jpg
2;caneca;a;mickey;indoor dia;normalized cinza;Josilton;2573.jpg
2;caneca;a;mickey;indoor dia;normalized cinza;Josilton;2574.jpg
2;caneca;a;mickey;indoor dia;normalized cinza;Josilton;2575.jpg
2;caneca;a;mickey;indoor dia;normalized cinza;Josilton;2576.jpg
3;caneca;a;mickey;indoor dia;normalized cinza;Josilton;2577.jpg
3;caneca;a;mickey;indoor dia;normalized cinza;Josilton;2578.jpg
3;caneca;a;mickey;indoor dia;normalized cinza;Josilton;2579.jpg
3;caneca;a;mickey;indoor dia;normalized cinza;Josilton;2580.jpg
1;alicate;a;mickey;indoor dia;normalized cinza;Ciro;2581.jpg
1;alicate;a;mickey;indoor dia;normalized cinza;Ciro;2582.jpg
1;alicate;a;mickey;indoor dia;normalized cinza;Ciro;2583.jpg
1;alicate;a;mickey;indoor dia;normalized cinza;Ciro;2584.jpg
2;alicate;a;mickey;indoor dia;normalized cinza;Ciro;2585.jpg
2;alicate;a;mickey;indoor dia;normalized cinza;Ciro;2586.jpg
2;alicate;a;mickey;indoor dia;normalized cinza;Ciro;2587.jpg
2;alicate;a;mickey;indoor dia;normalized cinza;Ciro;2588.jpg
3;alicate;a;mickey;indoor dia;normalized cinza;Ciro;2589.jpg
3;alicate;a;mickey;indoor dia;normalized cinza;Ciro;2590.jpg
3;alicate;a;mickey;indoor dia;normalized cinza;Ciro;2591.jpg
3;alicate;a;mickey;indoor dia;normalized cinza;Ciro;2592.jpg
1;chave;a;mickey;indoor dia;normalized cinza;Ciro;2593.jpg
1;chave;a;mickey;indoor dia;normalized cinza;Ciro;2594.jpg
1;chave;a;mickey;indoor dia;normalized cinza;Ciro;2595.jpg
1;chave;a;mickey;indoor dia;normalized cinza;Ciro;2596.jpg
2;chave;a;mickey;indoor dia;normalized cinza;Ciro;2597.jpg
2;chave;a;mickey;indoor dia;normalized cinza;Ciro;2598.jpg
2;chave;a;mickey;indoor dia;normalized cinza;Ciro;2599.jpg
2;chave;a;mickey;indoor dia;normalized cinza;Ciro;2600.jpg
3;chave;a;mickey;indoor dia;normalized cinza;Ciro;2601.jpg
3;chave;a;mickey;indoor dia;normalized cinza;Ciro;2602.jpg
3;chave;a;mickey;indoor dia;normalized cinza;Ciro;2603.jpg
3;chave;a;mickey;indoor dia;normalized cinza;Ciro;2604.jpg
1;caneta;a;mickey;indoor dia;normalized cinza;Ciro;2605.jpg
1;caneta;a;mickey;indoor dia;normalized cinza;Ciro;2606.jpg
1;caneta;a;mickey;indoor dia;normalized cinza;Ciro;2607.jpg
1;caneta;a;mickey;indoor dia;normalized cinza;Ciro;2608.jpg
2;caneta;a;mickey;indoor dia;normalized cinza;Ciro;2609.jpg
2;caneta;a;mickey;indoor dia;normalized cinza;Ciro;2610.jpg
2;caneta;a;mickey;indoor dia;normalized cinza;Ciro;2611.jpg
2;caneta;a;mickey;indoor dia;normalized cinza;Ciro;2612.jpg
3;caneta;a;mickey;indoor dia;normalized cinza;Ciro;2613.jpg
3;caneta;a;mickey;indoor dia;normalized cinza;Ciro;2614.jpg
3;caneta;a;mickey;indoor dia;normalized cinza;Ciro;2615.jpg
3;caneta;a;mickey;indoor dia;normalized cinza;Ciro;2616.jpg
1;livro;a;mickey;indoor dia;normalized cinza;Ciro;2617.jpg
1;livro;a;mickey;indoor dia;normalized cinza;Ciro;2618.jpg
1;livro;a;mickey;indoor dia;normalized cinza;Ciro;2619.jpg
1;livro;a;mickey;indoor dia;normalized cinza;Ciro;2620.jpg
2;livro;a;mickey;indoor dia;normalized cinza;Ciro;2621.jpg
2;livro;a;mickey;indoor dia;normalized cinza;Ciro;2622.jpg
2;livro;a;mickey;indoor dia;normalized cinza;Ciro;2623.jpg
2;livro;a;mickey;indoor dia;normalized cinza;Ciro;2624.jpg
3;livro;a;mickey;indoor dia;normalized cinza;Ciro;2625.jpg
3;livro;a;mickey;indoor dia;normalized cinza;Ciro;2626.jpg
3;livro;a;mickey;indoor dia;normalized cinza;Ciro;2627.jpg
3;livro;a;mickey;indoor dia;normalized cinza;Ciro;2628.jpg
1;caderno;a;mickey;indoor dia;normalized cinza;Ciro;2629.jpg
1;caderno;a;mickey;indoor dia;normalized cinza;Ciro;2630.jpg
1;caderno;a;mickey;indoor dia;normalized cinza;Ciro;2631.jpg
1;caderno;a;mickey;indoor dia;normalized cinza;Ciro;2632.jpg
2;caderno;a;mickey;indoor dia;normalized cinza;Ciro;2633.jpg
2;caderno;a;mickey;indoor dia;normalized cinza;Ciro;2634.jpg
2;caderno;a;mickey;indoor dia;normalized cinza;Ciro;2635.jpg
2;caderno;a;mickey;indoor dia;normalized cinza;Ciro;2636.jpg
3;caderno;a;mickey;indoor dia;normalized cinza;Ciro;2637.jpg
3;caderno;a;mickey;indoor dia;normalized cinza;Ciro;2638.jpg
3;caderno;a;mickey;indoor dia;normalized cinza;Ciro;2639.jpg
3;caderno;a;mickey;indoor dia;normalized cinza;Ciro;2640.jpg
1;garfo;b;mickey;indoor dia;normalized cinza;Josilton;2641.jpg
1;garfo;b;mickey;indoor dia;normalized cinza;Josilton;2642.jpg
1;garfo;b;mickey;indoor dia;normalized cinza;Josilton;2643.jpg
1;garfo;b;mickey;indoor dia;normalized cinza;Josilton;2644.jpg
2;garfo;b;mickey;indoor dia;normalized cinza;Josilton;2645.jpg
2;garfo;b;mickey;indoor dia;normalized cinza;Josilton;2646.jpg
2;garfo;b;mickey;indoor dia;normalized cinza;Josilton;2647.jpg
2;garfo;b;mickey;indoor dia;normalized cinza;Josilton;2648.jpg
3;garfo;b;mickey;indoor dia;normalized cinza;Josilton;2649.jpg
3;garfo;b;mickey;indoor dia;normalized cinza;Josilton;2650.jpg
3;garfo;b;mickey;indoor dia;normalized cinza;Josilton;2651.jpg
3;garfo;b;mickey;indoor dia;normalized cinza;Josilton;2652.jpg
1;faca;b;mickey;indoor dia;normalized cinza;Josilton;2653.jpg
1;faca;b;mickey;indoor dia;normalized cinza;Josilton;2654.jpg
1;faca;b;mickey;indoor dia;normalized cinza;Josilton;2655.jpg
1;faca;b;mickey;indoor dia;normalized cinza;Josilton;2656.jpg
2;faca;b;mickey;indoor dia;normalized cinza;Josilton;2657.jpg
2;faca;b;mickey;indoor dia;normalized cinza;Josilton;2658.jpg
2;faca;b;mickey;indoor dia;normalized cinza;Josilton;2659.jpg
2;faca;b;mickey;indoor dia;normalized cinza;Josilton;2660.jpg
3;faca;b;mickey;indoor dia;normalized cinza;Josilton;2661.jpg
3;faca;b;mickey;indoor dia;normalized cinza;Josilton;2662.jpg
3;faca;b;mickey;indoor dia;normalized cinza;Josilton;2663.jpg
3;faca;b;mickey;indoor dia;normalized cinza;Josilton;2664.jpg
1;colher;b;mickey;indoor dia;normalized cinza;Josilton;2665.jpg
1;colher;b;mickey;indoor dia;normalized cinza;Josilton;2666.jpg
1;colher;b;mickey;indoor dia;normalized cinza;Josilton;2667.jpg
1;colher;b;mickey;indoor dia;normalized cinza;Josilton;2668.jpg
2;colher;b;mickey;indoor dia;normalized cinza;Josilton;2669.jpg
2;colher;b;mickey;indoor dia;normalized cinza;Josilton;2670.jpg
2;colher;b;mickey;indoor dia;normalized cinza;Josilton;2671.jpg
2;colher;b;mickey;indoor dia;normalized cinza;Josilton;2672.jpg
3;colher;b;mickey;indoor dia;normalized cinza;Josilton;2673.jpg
3;colher;b;mickey;indoor dia;normalized cinza;Josilton;2674.jpg
3;colher;b;mickey;indoor dia;normalized cinza;Josilton;2675.jpg
3;colher;b;mickey;indoor dia;normalized cinza;Josilton;2676.jpg
1;copo;b;mickey;indoor dia;normalized cinza;Josilton;2677.jpg
1;copo;b;mickey;indoor dia;normalized cinza;Josilton;2678.jpg
1;copo;b;mickey;indoor dia;normalized cinza;Josilton;2679.jpg
1;copo;b;mickey;indoor dia;normalized cinza;Josilton;2680.jpg
2;copo;b;mickey;indoor dia;normalized cinza;Josilton;2681.jpg
2;copo;b;mickey;indoor dia;normalized cinza;Josilton;2682.jpg
2;copo;b;mickey;indoor dia;normalized cinza;Josilton;2683.jpg
2;copo;b;mickey;indoor dia;normalized cinza;Josilton;2684.jpg
3;copo;b;mickey;indoor dia;normalized cinza;Josilton;2685.jpg
3;copo;b;mickey;indoor dia;normalized cinza;Josilton;2686.jpg
3;copo;b;mickey;indoor dia;normalized cinza;Josilton;2687.jpg
3;copo;b;mickey;indoor dia;normalized cinza;Josilton;2688.jpg
1;caneca;b;mickey;indoor dia;normalized cinza;Josilton;2689.jpg
1;caneca;b;mickey;indoor dia;normalized cinza;Josilton;2690.jpg
1;caneca;b;mickey;indoor dia;normalized cinza;Josilton;2691.jpg
1;caneca;b;mickey;indoor dia;normalized cinza;Josilton;2692.jpg
2;caneca;b;mickey;indoor dia;normalized cinza;Josilton;2693.jpg
2;caneca;b;mickey;indoor dia;normalized cinza;Josilton;2694.jpg
2;caneca;b;mickey;indoor dia;normalized cinza;Josilton;2695.jpg
2;caneca;b;mickey;indoor dia;normalized cinza;Josilton;2696.jpg
3;caneca;b;mickey;indoor dia;normalized cinza;Josilton;2697.jpg
3;caneca;b;mickey;indoor dia;normalized cinza;Josilton;2698.jpg
3;caneca;b;mickey;indoor dia;normalized cinza;Josilton;2699.jpg
3;caneca;b;mickey;indoor dia;normalized cinza;Josilton;2700.jpg
1;alicate;b;mickey;indoor dia;normalized cinza;Ciro;2701.jpg
1;alicate;b;mickey;indoor dia;normalized cinza;Ciro;2702.jpg
1;alicate;b;mickey;indoor dia;normalized cinza;Ciro;2703.jpg
1;alicate;b;mickey;indoor dia;normalized cinza;Ciro;2704.jpg
2;alicate;b;mickey;indoor dia;normalized cinza;Ciro;2705.jpg
2;alicate;b;mickey;indoor dia;normalized cinza;Ciro;2706.jpg
2;alicate;b;mickey;indoor dia;normalized cinza;Ciro;2707.jpg
2;alicate;b;mickey;indoor dia;normalized cinza;Ciro;2708.jpg
3;alicate;b;mickey;indoor dia;normalized cinza;Ciro;2709.jpg
3;alicate;b;mickey;indoor dia;normalized cinza;Ciro;2710.jpg
3;alicate;b;mickey;indoor dia;normalized cinza;Ciro;2711.jpg
3;alicate;b;mickey;indoor dia;normalized cinza;Ciro;2712.jpg
1;chave;b;mickey;indoor dia;normalized cinza;Ciro;2713.jpg
1;chave;b;mickey;indoor dia;normalized cinza;Ciro;2714.jpg
1;chave;b;mickey;indoor dia;normalized cinza;Ciro;2715.jpg
1;chave;b;mickey;indoor dia;normalized cinza;Ciro;2716.jpg
2;chave;b;mickey;indoor dia;normalized cinza;Ciro;2717.jpg
2;chave;b;mickey;indoor dia;normalized cinza;Ciro;2718.jpg
2;chave;b;mickey;indoor dia;normalized cinza;Ciro;2719.jpg
2;chave;b;mickey;indoor dia;normalized cinza;Ciro;2720.jpg
3;chave;b;mickey;indoor dia;normalized cinza;Ciro;2721.jpg
3;chave;b;mickey;indoor dia;normalized cinza;Ciro;2722.jpg
3;chave;b;mickey;indoor dia;normalized cinza;Ciro;2723.jpg
3;chave;b;mickey;indoor dia;normalized cinza;Ciro;2724.jpg
1;caneta;b;mickey;indoor dia;normalized cinza;Ciro;2725.jpg
1;caneta;b;mickey;indoor dia;normalized cinza;Ciro;2726.jpg
1;caneta;b;mickey;indoor dia;normalized cinza;Ciro;2727.jpg
1;caneta;b;mickey;indoor dia;normalized cinza;Ciro;2728.jpg
2;caneta;b;mickey;indoor dia;normalized cinza;Ciro;2729.jpg
2;caneta;b;mickey;indoor dia;normalized cinza;Ciro;2730.jpg
2;caneta;b;mickey;indoor dia;normalized cinza;Ciro;2731.jpg
2;caneta;b;mickey;indoor dia;normalized cinza;Ciro;2732.jpg
3;caneta;b;mickey;indoor dia;normalized cinza;Ciro;2733.jpg
3;caneta;b;mickey;indoor dia;normalized cinza;Ciro;2734.jpg
3;caneta;b;mickey;indoor dia;normalized cinza;Ciro;2735.jpg
3;caneta;b;mickey;indoor dia;normalized cinza;Ciro;2736.jpg
1;livro;b;mickey;indoor dia;normalized cinza;Ciro;2737.jpg
1;livro;b;mickey;indoor dia;normalized cinza;Ciro;2738.jpg
1;livro;b;mickey;indoor dia;normalized cinza;Ciro;2739.jpg
1;livro;b;mickey;indoor dia;normalized cinza;Ciro;2740.jpg
2;livro;b;mickey;indoor dia;normalized cinza;Ciro;2741.jpg
2;livro;b;mickey;indoor dia;normalized cinza;Ciro;2742.jpg
2;livro;b;mickey;indoor dia;normalized cinza;Ciro;2743.jpg
2;livro;b;mickey;indoor dia;normalized cinza;Ciro;2744.jpg
3;livro;b;mickey;indoor dia;normalized cinza;Ciro;2745.jpg
3;livro;b;mickey;indoor dia;normalized cinza;Ciro;2746.jpg
3;livro;b;mickey;indoor dia;normalized cinza;Ciro;2747.jpg
3;livro;b;mickey;indoor dia;normalized cinza;Ciro;2748.jpg
1;caderno;b;mickey;indoor dia;normalized cinza;Ciro;2749.jpg
1;caderno;b;mickey;indoor dia;normalized cinza;Ciro;2750.jpg
1;caderno;b;mickey;indoor dia;normalized cinza;Ciro;2751.jpg
1;caderno;b;mickey;indoor dia;normalized cinza;Ciro;2752.jpg
2;caderno;b;mickey;indoor dia;normalized cinza;Ciro;2753.jpg
2;caderno;b;mickey;indoor dia;normalized cinza;Ciro;2754.jpg
2;caderno;b;mickey;indoor dia;normalized cinza;Ciro;2755.jpg
2;caderno;b;mickey;indoor dia;normalized cinza;Ciro;2756.jpg
3;caderno;b;mickey;indoor dia;normalized cinza;Ciro;2757.jpg
3;caderno;b;mickey;indoor dia;normalized cinza;Ciro;2758.jpg
3;caderno;b;mickey;indoor dia;normalized cinza;Ciro;2759.jpg
3;caderno;b;mickey;indoor dia;normalized cinza;Ciro;2760.jpg
1;garfo;c;mickey;indoor dia;normalized cinza;Josilton;2761.jpg
1;garfo;c;mickey;indoor dia;normalized cinza;Josilton;2762.jpg
1;garfo;c;mickey;indoor dia;normalized cinza;Josilton;2763.jpg
1;garfo;c;mickey;indoor dia;normalized cinza;Josilton;2764.jpg
2;garfo;c;mickey;indoor dia;normalized cinza;Josilton;2765.jpg
2;garfo;c;mickey;indoor dia;normalized cinza;Josilton;2766.jpg
2;garfo;c;mickey;indoor dia;normalized cinza;Josilton;2767.jpg
2;garfo;c;mickey;indoor dia;normalized cinza;Josilton;2768.jpg
3;garfo;c;mickey;indoor dia;normalized cinza;Josilton;2769.jpg
3;garfo;c;mickey;indoor dia;normalized cinza;Josilton;2770.jpg
3;garfo;c;mickey;indoor dia;normalized cinza;Josilton;2771.jpg
3;garfo;c;mickey;indoor dia;normalized cinza;Josilton;2772.jpg
1;faca;c;mickey;indoor dia;normalized cinza;Josilton;2773.jpg
1;faca;c;mickey;indoor dia;normalized cinza;Josilton;2774.jpg
1;faca;c;mickey;indoor dia;normalized cinza;Josilton;2775.jpg
1;faca;c;mickey;indoor dia;normalized cinza;Josilton;2776.jpg
2;faca;c;mickey;indoor dia;normalized cinza;Josilton;2777.jpg
2;faca;c;mickey;indoor dia;normalized cinza;Josilton;2778.jpg
2;faca;c;mickey;indoor dia;normalized cinza;Josilton;2779.jpg
2;faca;c;mickey;indoor dia;normalized cinza;Josilton;2780.jpg
3;faca;c;mickey;indoor dia;normalized cinza;Josilton;2781.jpg
3;faca;c;mickey;indoor dia;normalized cinza;Josilton;2782.jpg
3;faca;c;mickey;indoor dia;normalized cinza;Josilton;2783.jpg
3;faca;c;mickey;indoor dia;normalized cinza;Josilton;2784.jpg
1;colher;c;mickey;indoor dia;normalized cinza;Josilton;2785.jpg
1;colher;c;mickey;indoor dia;normalized cinza;Josilton;2786.jpg
1;colher;c;mickey;indoor dia;normalized cinza;Josilton;2787.jpg
1;colher;c;mickey;indoor dia;normalized cinza;Josilton;2788.jpg
2;colher;c;mickey;indoor dia;normalized cinza;Josilton;2789.jpg
2;colher;c;mickey;indoor dia;normalized cinza;Josilton;2790.jpg
2;colher;c;mickey;indoor dia;normalized cinza;Josilton;2791.jpg
2;colher;c;mickey;indoor dia;normalized cinza;Josilton;2792.jpg
3;colher;c;mickey;indoor dia;normalized cinza;Josilton;2793.jpg
3;colher;c;mickey;indoor dia;normalized cinza;Josilton;2794.jpg
