sequencia;objeto;tipo_obj;fundo;iluminacao;transformacao;responsavel;arquivo
3;livro;c;branco;indoor dia;log;Ciro;2506.jpg
3;livro;c;branco;indoor dia;exp;Ciro;2507.jpg
3;livro;c;branco;indoor dia;conv;Ciro;2508.jpg
1;caderno;c;branco;indoor dia;grad;Ciro;2509.jpg
1;caderno;c;branco;indoor dia;log;Ciro;2510.jpg
1;caderno;c;branco;indoor dia;exp;Ciro;2511.jpg
1;caderno;c;branco;indoor dia;conv;Ciro;2512.jpg
2;caderno;c;branco;indoor dia;grad;Ciro;2513.jpg
2;caderno;c;branco;indoor dia;log;Ciro;2514.jpg
2;caderno;c;branco;indoor dia;exp;Ciro;2515.jpg
2;caderno;c;branco;indoor dia;conv;Ciro;2516.jpg
3;caderno;c;branco;indoor dia;grad;Ciro;2517.jpg
3;caderno;c;branco;indoor dia;log;Ciro;2518.jpg
3;caderno;c;branco;indoor dia;exp;Ciro;2519.jpg
3;caderno;c;branco;indoor dia;conv;Ciro;2520.jpg
1;garfo;a;mickey;indoor dia;grad;Josilton;2521.jpg
1;garfo;a;mickey;indoor dia;log;Josilton;2522.jpg
1;garfo;a;mickey;indoor dia;exp;Josilton;2523.jpg
1;garfo;a;mickey;indoor dia;conv;Josilton;2524.jpg
2;garfo;a;mickey;indoor dia;grad;Josilton;2525.jpg
2;garfo;a;mickey;indoor dia;log;Josilton;2526.jpg
2;garfo;a;mickey;indoor dia;exp;Josilton;2527.jpg
2;garfo;a;mickey;indoor dia;conv;Josilton;2528.jpg
3;garfo;a;mickey;indoor dia;grad;Josilton;2529.jpg
3;garfo;a;mickey;indoor dia;log;Josilton;2530.jpg
3;garfo;a;mickey;indoor dia;exp;Josilton;2531.jpg
3;garfo;a;mickey;indoor dia;conv;Josilton;2532.jpg
1;faca;a;mickey;indoor dia;grad;Josilton;2533.jpg
1;faca;a;mickey;indoor dia;log;Josilton;2534.jpg
1;faca;a;mickey;indoor dia;exp;Josilton;2535.jpg
1;faca;a;mickey;indoor dia;conv;Josilton;2536.jpg
2;faca;a;mickey;indoor dia;grad;Josilton;2537.jpg
2;faca;a;mickey;indoor dia;log;Josilton;2538.jpg
2;faca;a;mickey;indoor dia;exp;Josilton;2539.jpg
2;faca;a;mickey;indoor dia;conv;Josilton;2540.jpg
3;faca;a;mickey;indoor dia;grad;Josilton;2541.jpg
3;faca;a;mickey;indoor dia;log;Josilton;2542.jpg
3;faca;a;mickey;indoor dia;exp;Josilton;2543.jpg
3;faca;a;mickey;indoor dia;conv;Josilton;2544.jpg
1;colher;a;mickey;indoor dia;grad;Josilton;2545.jpg
1;colher;a;mickey;indoor dia;log;Josilton;2546.jpg
1;colher;a;mickey;indoor dia;exp;Josilton;2547.jpg
1;colher;a;mickey;indoor dia;conv;Josilton;2548.jpg
2;colher;a;mickey;indoor dia;grad;Josilton;2549.jpg
2;colher;a;mickey;indoor dia;log;Josilton;2550.jpg
2;colher;a;mickey;indoor dia;exp;Josilton;2551.jpg
2;colher;a;mickey;indoor dia;conv;Josilton;2552.jpg
3;colher;a;mickey;indoor dia;grad;Josilton;2553.jpg
3;colher;a;mickey;indoor dia;log;Josilton;2554.jpg
3;colher;a;mickey;indoor dia;exp;Josilton;2555.jpg
3;colher;a;mickey;indoor dia;conv;Josilton;2556.jpg
1;copo;a;mickey;indoor dia;grad;Josilton;2557.jpg
1;copo;a;mickey;indoor dia;log;Josilton;2558.jpg
1;copo;a;mickey;indoor dia;exp;Josilton;2559.jpg
1;copo;a;mickey;indoor dia;conv;Josilton;2560.jpg
2;copo;a;mickey;indoor dia;grad;Josilton;2561.jpg
2;copo;a;mickey;indoor dia;log;Josilton;2562.jpg
2;copo;a;mickey;indoor dia;exp;Josilton;2563.jpg
2;copo;a;mickey;indoor dia;conv;Josilton;2564.jpg
3;copo;a;mickey;indoor dia;grad;Josilton;2565.jpg
3;copo;a;mickey;indoor dia;log;Josilton;2566.jpg
3;copo;a;mickey;indoor dia;exp;Josilton;2567.jpg
3;copo;a;mickey;indoor dia;conv;Josilton;2568.jpg
1;caneca;a;mickey;indoor dia;grad;Josilton;2569.jpg
1;caneca;a;mickey;indoor dia;log;Josilton;2570.jpg
1;caneca;a;mickey;indoor dia;exp;Josilton;2571.jpg
1;caneca;a;mickey;indoor dia;conv;Josilton;2572.jpg
2;caneca;a;mickey;indoor dia;grad;Josilton;2573.jpg
2;caneca;a;mickey;indoor dia;log;Josilton;2574.jpg
2;caneca;a;mickey;indoor dia;exp;Josilton;2575.jpg
2;caneca;a;mickey;indoor dia;conv;Josilton;2576.jpg
3;caneca;a;mickey;indoor dia;grad;Josilton;2577.jpg
3;caneca;a;mickey;indoor dia;log;Josilton;2578.jpg
3;caneca;a;mickey;indoor dia;exp;Josilton;2579.jpg
3;caneca;a;mickey;indoor dia;conv;Josilton;2580.jpg
1;alicate;a;mickey;indoor dia;grad;Ciro;2581.jpg
1;alicate;a;mickey;indoor dia;log;Ciro;2582.jpg
1;alicate;a;mickey;indoor dia;exp;Ciro;2583.jpg
1;alicate;a;mickey;indoor dia;conv;Ciro;2584.jpg
2;alicate;a;mickey;indoor dia;grad;Ciro;2585.jpg
2;alicate;a;mickey;indoor dia;log;Ciro;2586.jpg
2;alicate;a;mickey;indoor dia;exp;Ciro;2587.jpg
2;alicate;a;mickey;indoor dia;conv;Ciro;2588.jpg
3;alicate;a;mickey;indoor dia;grad;Ciro;2589.jpg
3;alicate;a;mickey;indoor dia;log;Ciro;2590.jpg
3;alicate;a;mickey;indoor dia;exp;Ciro;2591.jpg
3;alicate;a;mickey;indoor dia;conv;Ciro;2592.jpg
1;chave;a;mickey;indoor dia;grad;Ciro;2593.jpg
1;chave;a;mickey;indoor dia;log;Ciro;2594.jpg
1;chave;a;mickey;indoor dia;exp;Ciro;2595.jpg
1;chave;a;mickey;indoor dia;conv;Ciro;2596.jpg
2;chave;a;mickey;indoor dia;grad;Ciro;2597.jpg
2;chave;a;mickey;indoor dia;log;Ciro;2598.jpg
2;chave;a;mickey;indoor dia;exp;Ciro;2599.jpg
2;chave;a;mickey;indoor dia;conv;Ciro;2600.jpg
3;chave;a;mickey;indoor dia;grad;Ciro;2601.jpg
3;chave;a;mickey;indoor dia;log;Ciro;2602.jpg
3;chave;a;mickey;indoor dia;exp;Ciro;2603.jpg
3;chave;a;mickey;indoor dia;conv;Ciro;2604.jpg
1;caneta;a;mickey;indoor dia;grad;Ciro;2605.jpg
1;caneta;a;mickey;indoor dia;log;Ciro;2606.jpg
1;caneta;a;mickey;indoor dia;exp;Ciro;2607.jpg
1;caneta;a;mickey;indoor dia;conv;Ciro;2608.jpg
2;caneta;a;mickey;indoor dia;grad;Ciro;2609.jpg
2;caneta;a;mickey;indoor dia;log;Ciro;2610.jpg
2;caneta;a;mickey;indoor dia;exp;Ciro;2611.jpg
2;caneta;a;mickey;indoor dia;conv;Ciro;2612.jpg
3;caneta;a;mickey;indoor dia;grad;Ciro;2613.jpg
3;caneta;a;mickey;indoor dia;log;Ciro;2614.jpg
3;caneta;a;mickey;indoor dia;exp;Ciro;2615.jpg
3;caneta;a;mickey;indoor dia;conv;Ciro;2616.jpg
1;livro;a;mickey;indoor dia;grad;Ciro;2617.jpg
1;livro;a;mickey;indoor dia;log;Ciro;2618.jpg
1;livro;a;mickey;indoor dia;exp;Ciro;2619.jpg
1;livro;a;mickey;indoor dia;conv;Ciro;2620.jpg
2;livro;a;mickey;indoor dia;grad;Ciro;2621.jpg
2;livro;a;mickey;indoor dia;log;Ciro;2622.jpg
2;livro;a;mickey;indoor dia;exp;Ciro;2623.jpg
2;livro;a;mickey;indoor dia;conv;Ciro;2624.jpg
3;livro;a;mickey;indoor dia;grad;Ciro;2625.jpg
3;livro;a;mickey;indoor dia;log;Ciro;2626.jpg
3;livro;a;mickey;indoor dia;exp;Ciro;2627.jpg
3;livro;a;mickey;indoor dia;conv;Ciro;2628.jpg
1;caderno;a;mickey;indoor dia;grad;Ciro;2629.jpg
1;caderno;a;mickey;indoor dia;log;Ciro;2630.jpg
1;caderno;a;mickey;indoor dia;exp;Ciro;2631.jpg
1;caderno;a;mickey;indoor dia;conv;Ciro;2632.jpg
2;caderno;a;mickey;indoor dia;grad;Ciro;2633.jpg
2;caderno;a;mickey;indoor dia;log;Ciro;2634.jpg
2;caderno;a;mickey;indoor dia;exp;Ciro;2635.jpg
2;caderno;a;mickey;indoor dia;conv;Ciro;2636.jpg
3;caderno;a;mickey;indoor dia;grad;Ciro;2637.jpg
3;caderno;a;mickey;indoor dia;log;Ciro;2638.jpg
3;caderno;a;mickey;indoor dia;exp;Ciro;2639.jpg
3;caderno;a;mickey;indoor dia;conv;Ciro;2640.jpg
1;garfo;b;mickey;indoor dia;grad;Josilton;2641.jpg
1;garfo;b;mickey;indoor dia;log;Josilton;2642.jpg
1;garfo;b;mickey;indoor dia;exp;Josilton;2643.jpg
1;garfo;b;mickey;indoor dia;conv;Josilton;2644.jpg
2;garfo;b;mickey;indoor dia;grad;Josilton;2645.jpg
2;garfo;b;mickey;indoor dia;log;Josilton;2646.jpg
2;garfo;b;mickey;indoor dia;exp;Josilton;2647.jpg
2;garfo;b;mickey;indoor dia;conv;Josilton;2648.jpg
3;garfo;b;mickey;indoor dia;grad;Josilton;2649.jpg
3;garfo;b;mickey;indoor dia;log;Josilton;2650.jpg
3;garfo;b;mickey;indoor dia;exp;Josilton;2651.jpg
3;garfo;b;mickey;indoor dia;conv;Josilton;2652.jpg
1;faca;b;mickey;indoor dia;grad;Josilton;2653.jpg
1;faca;b;mickey;indoor dia;log;Josilton;2654.jpg
1;faca;b;mickey;indoor dia;exp;Josilton;2655.jpg
1;faca;b;mickey;indoor dia;conv;Josilton;2656.jpg
2;faca;b;mickey;indoor dia;grad;Josilton;2657.jpg
2;faca;b;mickey;indoor dia;log;Josilton;2658.jpg
2;faca;b;mickey;indoor dia;exp;Josilton;2659.jpg
2;faca;b;mickey;indoor dia;conv;Josilton;2660.jpg
3;faca;b;mickey;indoor dia;grad;Josilton;2661.jpg
3;faca;b;mickey;indoor dia;log;Josilton;2662.jpg
3;faca;b;mickey;indoor dia;exp;Josilton;2663.jpg
3;faca;b;mickey;indoor dia;conv;Josilton;2664.jpg
1;colher;b;mickey;indoor dia;grad;Josilton;2665.jpg
1;colher;b;mickey;indoor dia;log;Josilton;2666.jpg
1;colher;b;mickey;indoor dia;exp;Josilton;2667.jpg
1;colher;b;mickey;indoor dia;conv;Josilton;2668.jpg
2;colher;b;mickey;indoor dia;grad;Josilton;2669.jpg
2;colher;b;mickey;indoor dia;log;Josilton;2670.jpg
2;colher;b;mickey;indoor dia;exp;Josilton;2671.jpg
2;colher;b;mickey;indoor dia;conv;Josilton;2672.jpg
3;colher;b;mickey;indoor dia;grad;Josilton;2673.jpg
3;colher;b;mickey;indoor dia;log;Josilton;2674.jpg
3;colher;b;mickey;indoor dia;exp;Josilton;2675.jpg
3;colher;b;mickey;indoor dia;conv;Josilton;2676.jpg
1;copo;b;mickey;indoor dia;grad;Josilton;2677.jpg
1;copo;b;mickey;indoor dia;log;Josilton;2678.jpg
1;copo;b;mickey;indoor dia;exp;Josilton;2679.jpg
1;copo;b;mickey;indoor dia;conv;Josilton;2680.jpg
2;copo;b;mickey;indoor dia;grad;Josilton;2681.jpg
2;copo;b;mickey;indoor dia;log;Josilton;2682.jpg
2;copo;b;mickey;indoor dia;exp;Josilton;2683.jpg
2;copo;b;mickey;indoor dia;conv;Josilton;2684.jpg
3;copo;b;mickey;indoor dia;grad;Josilton;2685.jpg
3;copo;b;mickey;indoor dia;log;Josilton;2686.jpg
3;copo;b;mickey;indoor dia;exp;Josilton;2687.jpg
3;copo;b;mickey;indoor dia;conv;Josilton;2688.jpg
1;caneca;b;mickey;indoor dia;grad;Josilton;2689.jpg
1;caneca;b;mickey;indoor dia;log;Josilton;2690.jpg
1;caneca;b;mickey;indoor dia;exp;Josilton;2691.jpg
1;caneca;b;mickey;indoor dia;conv;Josilton;2692.jpg
2;caneca;b;mickey;indoor dia;grad;Josilton;2693.jpg
2;caneca;b;mickey;indoor dia;log;Josilton;2694.jpg
2;caneca;b;mickey;indoor dia;exp;Josilton;2695.jpg
2;caneca;b;mickey;indoor dia;conv;Josilton;2696.jpg
3;caneca;b;mickey;indoor dia;grad;Josilton;2697.jpg
3;caneca;b;mickey;indoor dia;log;Josilton;2698.jpg
3;caneca;b;mickey;indoor dia;exp;Josilton;2699.jpg
3;caneca;b;mickey;indoor dia;conv;Josilton;2700.jpg
1;alicate;b;mickey;indoor dia;grad;Ciro;2701.jpg
1;alicate;b;mickey;indoor dia;log;Ciro;2702.jpg
1;alicate;b;mickey;indoor dia;exp;Ciro;2703.jpg
1;alicate;b;mickey;indoor dia;conv;Ciro;2704.jpg
2;alicate;b;mickey;indoor dia;grad;Ciro;2705.jpg
2;alicate;b;mickey;indoor dia;log;Ciro;2706.jpg
2;alicate;b;mickey;indoor dia;exp;Ciro;2707.jpg
2;alicate;b;mickey;indoor dia;conv;Ciro;2708.jpg
3;alicate;b;mickey;indoor dia;grad;Ciro;2709.jpg
3;alicate;b;mickey;indoor dia;log;Ciro;2710.jpg
3;alicate;b;mickey;indoor dia;exp;Ciro;2711.jpg
3;alicate;b;mickey;indoor dia;conv;Ciro;2712.jpg
1;chave;b;mickey;indoor dia;grad;Ciro;2713.jpg
1;chave;b;mickey;indoor dia;log;Ciro;2714.jpg
1;chave;b;mickey;indoor dia;exp;Ciro;2715.jpg
1;chave;b;mickey;indoor dia;conv;Ciro;2716.jpg
2;chave;b;mickey;indoor dia;grad;Ciro;2717.jpg
2;chave;b;mickey;indoor dia;log;Ciro;2718.jpg
2;chave;b;mickey;indoor dia;exp;Ciro;2719.jpg
2;chave;b;mickey;indoor dia;conv;Ciro;2720.jpg
3;chave;b;mickey;indoor dia;grad;Ciro;2721.jpg
3;chave;b;mickey;indoor dia;log;Ciro;2722.jpg
3;chave;b;mickey;indoor dia;exp;Ciro;2723.jpg
3;chave;b;mickey;indoor dia;conv;Ciro;2724.jpg
1;caneta;b;mickey;indoor dia;grad;Ciro;2725.jpg
1;caneta;b;mickey;indoor dia;log;Ciro;2726.jpg
1;caneta;b;mickey;indoor dia;exp;Ciro;2727.jpg
1;caneta;b;mickey;indoor dia;conv;Ciro;2728.jpg
2;caneta;b;mickey;indoor dia;grad;Ciro;2729.jpg
2;caneta;b;mickey;indoor dia;log;Ciro;2730.jpg
2;caneta;b;mickey;indoor dia;exp;Ciro;2731.jpg
2;caneta;b;mickey;indoor dia;conv;Ciro;2732.jpg
3;caneta;b;mickey;indoor dia;grad;Ciro;2733.jpg
3;caneta;b;mickey;indoor dia;log;Ciro;2734.jpg
3;caneta;b;mickey;indoor dia;exp;Ciro;2735.jpg
3;caneta;b;mickey;indoor dia;conv;Ciro;2736.jpg
1;livro;b;mickey;indoor dia;grad;Ciro;2737.jpg
1;livro;b;mickey;indoor dia;log;Ciro;2738.jpg
1;livro;b;mickey;indoor dia;exp;Ciro;2739.jpg
1;livro;b;mickey;indoor dia;conv;Ciro;2740.jpg
2;livro;b;mickey;indoor dia;grad;Ciro;2741.jpg
2;livro;b;mickey;indoor dia;log;Ciro;2742.jpg
2;livro;b;mickey;indoor dia;exp;Ciro;2743.jpg
2;livro;b;mickey;indoor dia;conv;Ciro;2744.jpg
3;livro;b;mickey;indoor dia;grad;Ciro;2745.jpg
3;livro;b;mickey;indoor dia;log;Ciro;2746.jpg
3;livro;b;mickey;indoor dia;exp;Ciro;2747.jpg
3;livro;b;mickey;indoor dia;conv;Ciro;2748.jpg
1;caderno;b;mickey;indoor dia;grad;Ciro;2749.jpg
1;caderno;b;mickey;indoor dia;log;Ciro;2750.jpg
1;caderno;b;mickey;indoor dia;exp;Ciro;2751.jpg
1;caderno;b;mickey;indoor dia;conv;Ciro;2752.jpg
2;caderno;b;mickey;indoor dia;grad;Ciro;2753.jpg
2;caderno;b;mickey;indoor dia;log;Ciro;2754.jpg
2;caderno;b;mickey;indoor dia;exp;Ciro;2755.jpg
2;caderno;b;mickey;indoor dia;conv;Ciro;2756.jpg
3;caderno;b;mickey;indoor dia;grad;Ciro;2757.jpg
3;caderno;b;mickey;indoor dia;log;Ciro;2758.jpg
3;caderno;b;mickey;indoor dia;exp;Ciro;2759.jpg
3;caderno;b;mickey;indoor dia;conv;Ciro;2760.jpg
1;garfo;c;mickey;indoor dia;grad;Josilton;2761.jpg
1;garfo;c;mickey;indoor dia;log;Josilton;2762.jpg
1;garfo;c;mickey;indoor dia;exp;Josilton;2763.jpg
1;garfo;c;mickey;indoor dia;conv;Josilton;2764.jpg
2;garfo;c;mickey;indoor dia;grad;Josilton;2765.jpg
2;garfo;c;mickey;indoor dia;log;Josilton;2766.jpg
2;garfo;c;mickey;indoor dia;exp;Josilton;2767.jpg
2;garfo;c;mickey;indoor dia;conv;Josilton;2768.jpg
3;garfo;c;mickey;indoor dia;grad;Josilton;2769.jpg
3;garfo;c;mickey;indoor dia;log;Josilton;2770.jpg
3;garfo;c;mickey;indoor dia;exp;Josilton;2771.jpg
3;garfo;c;mickey;indoor dia;conv;Josilton;2772.jpg
1;faca;c;mickey;indoor dia;grad;Josilton;2773.jpg
1;faca;c;mickey;indoor dia;log;Josilton;2774.jpg
1;faca;c;mickey;indoor dia;exp;Josilton;2775.jpg
1;faca;c;mickey;indoor dia;conv;Josilton;2776.jpg
2;faca;c;mickey;indoor dia;grad;Josilton;2777.jpg
2;faca;c;mickey;indoor dia;log;Josilton;2778.jpg
2;faca;c;mickey;indoor dia;exp;Josilton;2779.jpg
2;faca;c;mickey;indoor dia;conv;Josilton;2780.jpg
3;faca;c;mickey;indoor dia;grad;Josilton;2781.jpg
3;faca;c;mickey;indoor dia;log;Josilton;2782.jpg
3;faca;c;mickey;indoor dia;exp;Josilton;2783.jpg
3;faca;c;mickey;indoor dia;conv;Josilton;2784.jpg
1;colher;c;mickey;indoor dia;grad;Josilton;2785.jpg
1;colher;c;mickey;indoor dia;log;Josilton;2786.jpg
1;colher;c;mickey;indoor dia;exp;Josilton;2787.jpg
1;colher;c;mickey;indoor dia;conv;Josilton;2788.jpg
2;colher;c;mickey;indoor dia;grad;Josilton;2789.jpg
2;colher;c;mickey;indoor dia;log;Josilton;2790.jpg
2;colher;c;mickey;indoor dia;exp;Josilton;2791.jpg
2;colher;c;mickey;indoor dia;conv;Josilton;2792.jpg
3;colher;c;mickey;indoor dia;grad;Josilton;2793.jpg
3;colher;c;mickey;indoor dia;log;Josilton;2794.jpg
3;colher;c;mickey;indoor dia;exp;Josilton;2795.jpg
3;colher;c;mickey;indoor dia;conv;Josilton;2796.jpg
1;copo;c;mickey;indoor dia;grad;Josilton;2797.jpg
1;copo;c;mickey;indoor dia;log;Josilton;2798.jpg
1;copo;c;mickey;indoor dia;exp;Josilton;2799.jpg
1;copo;c;mickey;indoor dia;conv;Josilton;2800.jpg
2;copo;c;mickey;indoor dia;grad;Josilton;2801.jpg
2;copo;c;mickey;indoor dia;log;Josilton;2802.jpg
2;copo;c;mickey;indoor dia;exp;Josilton;2803.jpg
2;copo;c;mickey;indoor dia;conv;Josilton;2804.jpg
3;copo;c;mickey;indoor dia;grad;Josilton;2805.jpg
3;copo;c;mickey;indoor dia;log;Josilton;2806.jpg
3;copo;c;mickey;indoor dia;exp;Josilton;2807.jpg
3;copo;c;mickey;indoor dia;conv;Josilton;2808.jpg
1;caneca;c;mickey;indoor dia;grad;Josilton;2809.jpg
1;caneca;c;mickey;indoor dia;log;Josilton;2810.jpg
1;caneca;c;mickey;indoor dia;exp;Josilton;2811.jpg
1;caneca;c;mickey;indoor dia;conv;Josilton;2812.jpg
2;caneca;c;mickey;indoor dia;grad;Josilton;2813.jpg
2;caneca;c;mickey;indoor dia;log;Josilton;2814.jpg
2;caneca;c;mickey;indoor dia;exp;Josilton;2815.jpg
2;caneca;c;mickey;indoor dia;conv;Josilton;2816.jpg
3;caneca;c;mickey;indoor dia;grad;Josilton;2817.jpg
3;caneca;c;mickey;indoor dia;log;Josilton;2818.jpg
3;caneca;c;mickey;indoor dia;exp;Josilton;2819.jpg
3;caneca;c;mickey;indoor dia;conv;Josilton;2820.jpg
1;alicate;c;mickey;indoor dia;grad;Ciro;2821.jpg
1;alicate;c;mickey;indoor dia;log;Ciro;2822.jpg
1;alicate;c;mickey;indoor dia;exp;Ciro;2823.jpg
1;alicate;c;mickey;indoor dia;conv;Ciro;2824.jpg
2;alicate;c;mickey;indoor dia;grad;Ciro;2825.jpg
2;alicate;c;mickey;indoor dia;log;Ciro;2826.jpg
2;alicate;c;mickey;indoor dia;exp;Ciro;2827.jpg
2;alicate;c;mickey;indoor dia;conv;Ciro;2828.jpg
3;alicate;c;mickey;indoor dia;grad;Ciro;2829.jpg
3;alicate;c;mickey;indoor dia;log;Ciro;2830.jpg
3;alicate;c;mickey;indoor dia;exp;Ciro;2831.jpg
3;alicate;c;mickey;indoor dia;conv;Ciro;2832.jpg
1;chave;c;mickey;indoor dia;grad;Ciro;2833.jpg
1;chave;c;mickey;indoor dia;log;Ciro;2834.jpg
1;chave;c;mickey;indoor dia;exp;Ciro;2835.jpg
1;chave;c;mickey;indoor dia;conv;Ciro;2836.jpg
2;chave;c;mickey;indoor dia;grad;Ciro;2837.jpg
2;chave;c;mickey;indoor dia;log;Ciro;2838.jpg
2;chave;c;mickey;indoor dia;exp;Ciro;2839.jpg
2;chave;c;mickey;indoor dia;conv;Ciro;2840.jpg
3;chave;c;mickey;indoor dia;grad;Ciro;2841.jpg
3;chave;c;mickey;indoor dia;log;Ciro;2842.jpg
3;chave;c;mickey;indoor dia;exp;Ciro;2843.jpg
3;chave;c;mickey;indoor dia;conv;Ciro;2844.jpg
1;caneta;c;mickey;indoor dia;grad;Ciro;2845.jpg
1;caneta;c;mickey;indoor dia;log;Ciro;2846.jpg
1;caneta;c;mickey;indoor dia;exp;Ciro;2847.jpg
1;caneta;c;mickey;indoor dia;conv;Ciro;2848.jpg
2;caneta;c;mickey;indoor dia;grad;Ciro;2849.jpg
2;caneta;c;mickey;indoor dia;log;Ciro;2850.jpg
2;caneta;c;mickey;indoor dia;exp;Ciro;2851.jpg
2;caneta;c;mickey;indoor dia;conv;Ciro;2852.jpg
3;caneta;c;mickey;indoor dia;grad;Ciro;2853.jpg
3;caneta;c;mickey;indoor dia;log;Ciro;2854.jpg
3;caneta;c;mickey;indoor dia;exp;Ciro;2855.jpg
3;caneta;c;mickey;indoor dia;conv;Ciro;2856.jpg
1;livro;c;mickey;indoor dia;grad;Ciro;2857.jpg
1;livro;c;mickey;indoor dia;log;Ciro;2858.jpg
1;livro;c;mickey;indoor dia;exp;Ciro;2859.jpg
1;livro;c;mickey;indoor dia;conv;Ciro;2860.jpg
2;livro;c;mickey;indoor dia;grad;Ciro;2861.jpg
2;livro;c;mickey;indoor dia;log;Ciro;2862.jpg
2;livro;c;mickey;indoor dia;exp;Ciro;2863.jpg
2;livro;c;mickey;indoor dia;conv;Ciro;2864.jpg
3;livro;c;mickey;indoor dia;grad;Ciro;2865.jpg
3;livro;c;mickey;indoor dia;log;Ciro;2866.jpg
3;livro;c;mickey;indoor dia;exp;Ciro;2867.jpg
3;livro;c;mickey;indoor dia;conv;Ciro;2868.jpg
1;caderno;c;mickey;indoor dia;grad;Ciro;2869.jpg
1;caderno;c;mickey;indoor dia;log;Ciro;2870.jpg
1;caderno;c;mickey;indoor dia;exp;Ciro;2871.jpg
1;caderno;c;mickey;indoor dia;conv;Ciro;2872.jpg
2;caderno;c;mickey;indoor dia;grad;Ciro;2873.jpg
2;caderno;c;mickey;indoor dia;log;Ciro;2874.jpg
2;caderno;c;mickey;indoor dia;exp;Ciro;2875.jpg
2;caderno;c;mickey;indoor dia;conv;Ciro;2876.jpg
3;caderno;c;mickey;indoor dia;grad;Ciro;2877.jpg
3;caderno;c;mickey;indoor dia;log;Ciro;2878.jpg
3;caderno;c;mickey;indoor dia;exp;Ciro;2879.jpg
3;caderno;c;mickey;indoor dia;conv;Ciro;2880.jpg
1;garfo;a;xadrez;indoor dia;grad;Josilton;2881.jpg
1;garfo;a;xadrez;indoor dia;log;Josilton;2882.jpg
1;garfo;a;xadrez;indoor dia;exp;Josilton;2883.jpg
1;garfo;a;xadrez;indoor dia;conv;Josilton;2884.jpg
2;garfo;a;xadrez;indoor dia;grad;Josilton;2885.jpg
2;garfo;a;xadrez;indoor dia;log;Josilton;2886.jpg
2;garfo;a;xadrez;indoor dia;exp;Josilton;2887.jpg
2;garfo;a;xadrez;indoor dia;conv;Josilton;2888.jpg
3;garfo;a;xadrez;indoor dia;grad;Josilton;2889.jpg
3;garfo;a;xadrez;indoor dia;log;Josilton;2890.jpg
3;garfo;a;xadrez;indoor dia;exp;Josilton;2891.jpg
3;garfo;a;xadrez;indoor dia;conv;Josilton;2892.jpg
1;faca;a;xadrez;indoor dia;grad;Josilton;2893.jpg
1;faca;a;xadrez;indoor dia;log;Josilton;2894.jpg
1;faca;a;xadrez;indoor dia;exp;Josilton;2895.jpg
1;faca;a;xadrez;indoor dia;conv;Josilton;2896.jpg
2;faca;a;xadrez;indoor dia;grad;Josilton;2897.jpg
2;faca;a;xadrez;indoor dia;log;Josilton;2898.jpg
2;faca;a;xadrez;indoor dia;exp;Josilton;2899.jpg
2;faca;a;xadrez;indoor dia;conv;Josilton;2900.jpg
3;faca;a;xadrez;indoor dia;grad;Josilton;2901.jpg
3;faca;a;xadrez;indoor dia;log;Josilton;2902.jpg
3;faca;a;xadrez;indoor dia;exp;Josilton;2903.jpg
3;faca;a;xadrez;indoor dia;conv;Josilton;2904.jpg
1;colher;a;xadrez;indoor dia;grad;Josilton;2905.jpg
1;colher;a;xadrez;indoor dia;log;Josilton;2906.jpg
1;colher;a;xadrez;indoor dia;exp;Josilton;2907.jpg
1;colher;a;xadrez;indoor dia;conv;Josilton;2908.jpg
2;colher;a;xadrez;indoor dia;grad;Josilton;2909.jpg
2;colher;a;xadrez;indoor dia;log;Josilton;2910.jpg
2;colher;a;xadrez;indoor dia;exp;Josilton;2911.jpg
2;colher;a;xadrez;indoor dia;conv;Josilton;2912.jpg
3;colher;a;xadrez;indoor dia;grad;Josilton;2913.jpg
3;colher;a;xadrez;indoor dia;log;Josilton;2914.jpg
3;colher;a;xadrez;indoor dia;exp;Josilton;2915.jpg
3;colher;a;xadrez;indoor dia;conv;Josilton;2916.jpg
1;copo;a;xadrez;indoor dia;grad;Josilton;2917.jpg
1;copo;a;xadrez;indoor dia;log;Josilton;2918.jpg
1;copo;a;xadrez;indoor dia;exp;Josilton;2919.jpg
1;copo;a;xadrez;indoor dia;conv;Josilton;2920.jpg
2;copo;a;xadrez;indoor dia;grad;Josilton;2921.jpg
2;copo;a;xadrez;indoor dia;log;Josilton;2922.jpg
2;copo;a;xadrez;indoor dia;exp;Josilton;2923.jpg
2;copo;a;xadrez;indoor dia;conv;Josilton;2924.jpg
3;copo;a;xadrez;indoor dia;grad;Josilton;2925.jpg
3;copo;a;xadrez;indoor dia;log;Josilton;2926.jpg
3;copo;a;xadrez;indoor dia;exp;Josilton;2927.jpg
3;copo;a;xadrez;indoor dia;conv;Josilton;2928.jpg
1;caneca;a;xadrez;indoor dia;grad;Josilton;2929.jpg
1;caneca;a;xadrez;indoor dia;log;Josilton;2930.jpg
1;caneca;a;xadrez;indoor dia;exp;Josilton;2931.jpg
1;caneca;a;xadrez;indoor dia;conv;Josilton;2932.jpg
2;caneca;a;xadrez;indoor dia;grad;Josilton;2933.jpg
2;caneca;a;xadrez;indoor dia;log;Josilton;2934.jpg
2;caneca;a;xadrez;indoor dia;exp;Josilton;2935.jpg
2;caneca;a;xadrez;indoor dia;conv;Josilton;2936.jpg
